Symbol,Name,Sector,Price,Dividend Yield,Price/Earnings,Earnings/Share,Book Value,52 week low,52 week high,Market Cap,EBITDA,Price/Sales,Price/Book,SEC Filings,x,y
MMM,3M Company,Industrials,158.99,2.82,20.97,7.58,19.22,134.0,170.5,96.2,8.5,3.14,8.18,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM,0.5339212782406394,-7.564032711279867
ABT,Abbott Laboratories,Health Care,39.63,2.66,13.54,2.93,14.15,36.0,51.74,59.12,4.81,2.87,2.77,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ABT,-1.0351546907579872,17.11375187597778
ABBV,AbbVie,Health Care,56.2,4.12,17.96,3.13,2.45,45.45,71.6,90.55,9.47,3.87,22.4,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ABBV,-12.276518030720114,1.4153224937940958
ACN,Accenture plc,Information Technology,100.91,2.19,21.26,4.75,9.43,86.4,109.86,63.36,5.2,2.01,10.55,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ACN,9.126670062511849,24.094450067652478
ATVI,Activision Blizzard,Information Technology,32.32,0.82,27.16,1.19,11.01,22.28,39.93,23.69,1.42,4.98,2.88,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ATVI,-22.58470771401669,3.9505492197297154
ADBE,Adobe Systems Inc,Information Technology,86.68,0.0,69.9,1.24,14.06,71.27,96.42,43.2,1.24,8.67,5.93,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADBE,-2.733032015488361,21.95858249801618
ADT,ADT Corp,Industrials,40.29,2.2,23.67,1.7,17.58,24.22,42.88,6.66,1.82,1.85,2.28,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADT,-17.92908103645567,-17.497266830299065
AAP,Advance Auto Parts,Consumer Discretionary,150.08,0.16,23.45,6.4,33.59,131.59,201.24,11.0,1.22,1.13,4.48,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AAP,-13.188994141122693,-7.5261745934105475
AES,AES Corp,Utilities,9.97,4.49,11.84,0.84,5.29,8.22,14.02,6.71,3.86,0.43,1.9,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AES,15.369472852109974,-16.47666980087795
AET,Aetna Inc,Health Care,109.4,0.94,16.14,6.78,45.51,92.42,134.4,38.15,5.43,0.62,2.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AET,-11.667008056652891,8.015661737014902
AMG,Affiliated Managers Group Inc,Financials,130.3,,14.03,9.29,52.64,115.97,230.63,7.02,0.9682,2.8,2.45,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMG,25.765076881475142,19.57429011387273
AFL,AFLAC Inc,Financials,60.33,2.75,10.31,5.85,40.96,51.41,66.53,25.6,3.92,1.21,1.46,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AFL,13.392354775048362,1.7931851440052438
A,Agilent Technologies Inc,Health Care,37.63,1.21,27.29,1.38,12.33,33.12,43.59,12.34,0.8190000000000001,3.04,3.04,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=A,16.168796074248238,16.53567268433633
GAS,AGL Resources Inc.,Utilities,65.14,3.27,22.16,2.94,32.64,46.36,65.16,7.84,1.2,1.98,1.99,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GAS,-32.18627748443395,-18.279647524034978
APD,Air Products & Chemicals Inc,Materials,132.99,2.44,21.98,6.05,34.16,114.64,158.2,28.68,2.91,2.93,3.85,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=APD,13.83790279987742,-1.6671308325652172
ARG,Airgas Inc,Materials,141.76,1.7,30.55,4.64,27.33,86.09,141.79,10.27,0.96572,1.93,5.18,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ARG,-7.789851699234528,-7.330855073510777
AKAM,Akamai Technologies Inc,Information Technology,54.96,,30.88,1.78,17.63,39.43,78.44,9.73,0.7528600000000001,4.41,3.11,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AKAM,-12.827119369189848,4.594066394429598
AA,Alcoa Inc,Materials,8.87,1.35,,-0.31,9.15,6.14,15.32,11.62,3.25,0.51,0.96,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AA,4.484379602776771,-21.784000103996455
ALXN,Alexion Pharmaceuticals,Health Care,140.54,,209.76,0.67,36.6,130.51,208.88,31.66,0.86215,12.28,3.88,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ALXN,-10.387029616216806,2.6279122296931168
ALLE,Allegion,Industrials,63.8,0.82,40.23,1.59,0.31,52.95,68.08,6.12,0.4118,2.91,202.69,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ALLE,13.512263529833536,25.64975732769661
AGN,Allergan plc,Health Care,296.34,0.1,27.24,10.88,184.12,237.5,340.34,116.79,7.64,5.72,1.55,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AGN,-15.776688296287913,3.773140000838388
ADS,Alliance Data Systems,Information Technology,212.6,,24.1,8.82,32.92,176.63,312.0,12.99,1.6,2.0,6.4,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADS,-16.119293182548986,-2.2395880770495684
ALL,Allstate Corp,Financials,64.41,2.05,12.75,5.05,47.98,54.12,72.51,24.54,3.98,0.68,1.33,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ALL,15.419445592994748,1.9098270741425585
GOOGL,Alphabet Inc Class A,Information Technology,729.12,,30.9,23.59,175.07,529.0,810.35,501.87,24.42,6.62,4.12,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GOOGL,-27.732987738425198,5.359852389945247
GOOG,Alphabet Inc Class C,Information Technology,705.75,,29.91,23.59,175.07,515.18,789.87,485.78,24.42,6.42,4.0,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GOOG,-27.780868288885888,5.12834669818623
MO,Altria Group Inc,Consumer Staples,62.38,3.69,23.38,2.67,1.47,47.31,62.45,122.02,8.62,6.37,41.68,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MO,-28.64711565856347,-7.090411545817347
AMZN,Amazon.com Inc,Consumer Discretionary,555.15,,444.12,1.25,28.42,365.65,696.44,261.39,7.88,2.44,19.5,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMZN,-28.724090619305343,1.9989536222991984
AEE,Ameren Corp,Utilities,48.13,3.68,18.59,2.59,28.63,37.26,48.22,11.68,2.2,1.89,1.66,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AEE,-35.42733296173368,-13.865915798036687
AAL,American Airlines Group,Industrials,41.36,0.98,3.74,11.07,8.99,34.1,56.05,25.91,8.61,0.62,4.52,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AAL,-0.2578525802805655,10.67378801818078
AEP,American Electric Power,Utilities,63.89,3.56,17.72,3.61,36.06,52.29,63.9,31.36,5.28,1.79,1.75,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AEP,-37.030132638118296,-12.211907428390687
AXP,American Express Co,Financials,55.39,2.09,10.97,5.05,21.4,50.27,83.54,53.4,0.0,1.71,2.55,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AXP,-18.860525298261248,-16.124895580937135
AIG,"American International Group, Inc.",Financials,51.37,2.46,31.13,1.65,75.1,50.23,64.93,61.33,10.41,1.04,0.68,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AIG,22.00175229909352,21.09906941556716
AMT,American Tower Corp A,Financials,89.42,2.2,66.93,1.34,15.63,83.07,104.12,37.88,2.82,8.31,5.7,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMT,9.607717847792518,28.01392180754173
AMP,Ameriprise Financial,Financials,84.37,3.17,9.95,8.48,42.21,76.0,137.07,14.43,3.48,1.17,1.98,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMP,24.039113114601182,18.226410229069533
ABC,AmerisourceBergen Corp,Health Care,87.6,1.55,48.61,1.8,6.3,80.5,120.68,18.0,1.64,0.13,13.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ABC,-16.902033462953078,2.7604230287955205
AME,Ametek,Industrials,46.39,0.78,18.93,2.45,13.72,42.82,57.67,11.0,1.05,2.71,3.31,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AME,23.036667392849264,12.719800631580918
AMGN,Amgen Inc,Health Care,146.75,2.69,16.2,9.06,37.24,130.09,181.81,110.37,10.7,5.11,3.95,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMGN,-3.4511693449638554,14.76698677601699
APH,Amphenol Corp A,Industrials,52.72,1.07,21.88,2.41,10.5,44.5,60.54,16.27,1.28,2.9,5.0,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=APH,18.074198293969488,10.945904100079694
APC,Anadarko Petroleum Corp,Energy,37.64,0.54,,-13.18,25.23,28.16,95.94,19.14,3.13,1.94,1.43,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=APC,13.131024211165366,-25.578173834877692
ADI,"Analog Devices, Inc.",Information Technology,52.99,3.19,24.65,2.15,16.11,47.24,68.97,16.43,1.27,4.68,3.22,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADI,6.301674901826696,3.5606710536784125
ANTM,Anthem Inc.,Health Care,132.23,1.97,14.1,9.38,88.21,115.63,173.59,34.56,5.82,0.43,1.48,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ANTM,-12.16318763987914,7.3607746564781555
AON,Aon plc,Financials,95.31,1.28,19.53,4.88,22.17,83.83,107.08,26.26,2.55,2.24,4.27,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AON,1.120803893542564,-4.925249928038594
APA,Apache Corporation,Energy,37.79,2.52,,-54.96,25.95,32.2,71.87,14.29,5.78,1.69,1.49,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=APA,12.683510235303247,-24.651583231499906
AIV,Apartment Investment & Mgmt,Financials,36.62,3.62,24.09,1.52,9.4,34.71,41.33,5.7,0.5586399999999999,5.86,3.84,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AIV,1.8618993630725544,32.387609393919284
AAPL,Apple Inc.,Information Technology,96.76,2.15,10.3,9.4,23.13,92.0,134.54,536.49,82.79,2.27,4.15,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AAPL,9.568519685527463,9.783100583857452
AMAT,Applied Materials Inc,Information Technology,18.89,2.15,17.31,1.09,6.26,14.25,25.64,21.65,2.0,2.24,2.99,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMAT,14.879764454021744,13.92995125499059
ADM,Archer-Daniels-Midland Co,Consumer Staples,34.62,3.55,11.62,2.98,30.08,29.86,53.31,20.56,2.89,0.3,1.13,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADM,14.159165015288075,-12.989287617740615
AIZ,Assurant Inc,Financials,72.47,2.83,35.35,2.05,68.7,59.73,87.2,4.69,0.3934,0.44,1.02,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AIZ,-24.844311819241252,-9.419920870061343
T,AT&T Inc,Telecommunications Services,37.37,5.21,15.79,2.37,19.96,30.97,37.5,229.87,47.13,1.55,1.86,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=T,-1.8143613362051418,-6.033794266732618
ADSK,Autodesk Inc,Information Technology,49.42,0.0,,-1.24,7.69,41.6,65.78,11.14,0.1707,4.4,6.39,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADSK,3.681693878210426,8.501577525658439
ADP,Automatic Data Processing,Information Technology,85.92,2.45,26.68,3.22,9.17,64.29,90.67,39.3,2.33,3.47,9.3,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADP,17.903045603276848,23.711327091512256
AN,AutoNation Inc,Consumer Discretionary,51.94,,13.35,3.89,21.2,40.45,67.5,5.57,0.9982,0.26,2.42,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AN,2.6024732242196515,-13.813089239061311
AZO,AutoZone Inc,Consumer Discretionary,785.15,,21.15,37.12,-58.74,640.0,803.25,23.72,2.26,2.28,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AZO,-24.052497060881525,4.288631597781576
AVGO,Avago Technologies,Information Technology,132.47,1.35,27.29,4.85,17.06,100.0,150.5,36.63,2.84,5.28,7.64,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AVGO,-0.8423582613609025,3.020014367700289
AVB,"AvalonBay Communities, Inc.",Financials,172.71,3.16,31.34,5.51,71.84,158.72,186.89,23.66,1.18,12.37,2.36,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AVB,1.3941559672561843,31.59407365673769
AVY,Avery Dennison Corp,Materials,66.24,2.28,22.46,2.95,10.44,50.94,66.65,6.13,0.726,1.0,6.2,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AVY,22.239523094637693,9.77644778491415
BHI,Baker Hughes Inc,Energy,43.25,1.56,,-4.49,37.12,37.58,70.45,18.99,1.62,1.17,1.13,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BHI,9.974421178032307,-24.08878644777207
BLL,Ball Corp,Materials,66.83,0.78,33.58,1.99,8.79,57.95,75.24,9.47,1.09,1.19,7.61,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BLL,8.208796944590661,-4.28305755974296
BAC,Bank of America Corp,Financials,12.32,1.59,9.4,1.31,22.54,10.99,18.48,129.56,0.0,1.61,0.54,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BAC,28.864353310040695,14.50369698690482
BCR,Bard (C.R.) Inc.,Health Care,196.57,0.51,111.06,1.77,19.75,163.81,202.47,14.49,1.03,4.22,9.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BCR,-18.780695261224906,6.897791697212645
BXLT,Baxalta,Health Care,39.5,0.71,28.19,1.4,5.87,29.83,42.38,26.8,2.09,4.3,6.64,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BXLT,-22.94031993663569,-16.8843608936996
BAX,Baxter International Inc.,Health Care,39.84,1.2,22.57,1.76,14.31,32.18,43.44,21.79,1.53,2.14,2.72,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BAX,1.1174223289026617,20.300609909956233
BBT,BB&T Corporation,Financials,32.49,3.28,12.69,2.56,31.66,29.95,41.9,25.35,0.0,2.72,1.01,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BBT,31.815672757920257,14.527322759013176
BDX,Becton Dickinson,Health Care,148.67,1.81,45.89,3.24,34.1,128.87,157.5,31.49,2.87,2.78,4.32,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BDX,-6.992077539970162,18.107175069418737
BBBY,Bed Bath & Beyond,Consumer Discretionary,48.24,,9.54,5.05,16.0,41.26,78.1,7.74,1.7,0.64,3.02,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BBBY,2.907665179724676,-13.102724375774915
BRK-B,Berkshire Hathaway,Financials,132.31,,14.33,9.23,151044.77,123.55,148.57,0.21739,44.27,0.0,0.0,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BRK-B,,
BBY,Best Buy Co. Inc.,Consumer Discretionary,32.24,2.99,12.14,2.65,13.48,25.31,42.0,11.05,2.22,0.27,2.33,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BBY,-18.092198893065305,-20.221202751029068
BIIB,BIOGEN IDEC Inc.,Health Care,262.35,,17.1,15.34,42.88,242.07,480.18,57.37,5.62,5.23,6.0,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BIIB,-2.538821568790512,14.600197891417825
BLK,BlackRock,Financials,313.62,2.89,15.85,19.79,169.44,275.0,380.99,51.93,4.93,4.47,1.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BLK,25.295876699899694,17.215652787313978
HRB,Block H&R,Financials,33.71,2.35,20.32,1.66,-0.12,29.15,37.53,7.95,0.90227,2.57,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HRB,-21.041701033995768,-17.797458300930213
BA,Boeing Company,Industrials,116.82,3.71,15.7,7.44,9.5,102.1,156.91,77.39,9.0,0.8,12.16,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BA,10.097050713635591,-2.0896732238888136
BWA,BorgWarner,Consumer Discretionary,32.6,1.58,12.07,2.7,16.2,27.68,63.3,7.13,1.36,0.88,2.0,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BWA,16.475101204427837,11.291100712178054
BXP,Boston Properties,Financials,115.18,2.27,30.96,3.72,35.87,94.91,145.9,17.69,1.51,6.95,3.17,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BXP,1.9003942108649887,30.38970950783907
BSX,Boston Scientific,Health Care,17.32,,,-0.18,4.69,14.18,19.06,23.32,1.92,3.12,3.69,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BSX,-6.3755258975036835,18.584070406858125
BMY,Bristol-Myers Squibb,Health Care,63.03,2.39,67.77,0.93,8.55,51.82,70.87,105.23,4.98,6.27,7.28,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BMY,-4.211444377917447,16.544953614517418
BF-B,Brown-Forman Corporation,Consumer Staples,103.39,1.6,31.74,3.26,6.96,86.71,111.06,20.82,1.1,6.64,14.71,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BF-B,,
CHRW,C. H. Robinson Worldwide,Industrials,70.16,2.45,19.99,3.51,7.93,59.71,76.18,10.07,0.92472,0.75,8.86,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CHRW,-8.048319477861147,-22.207460705453574
CA,"CA, Inc.",Information Technology,29.78,3.39,17.14,1.74,12.67,25.16,33.42,12.41,1.23,3.04,2.33,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CA,17.007638166173955,-0.5271448573737836
CVC,Cablevision Systems Corp.,Consumer Discretionary,32.45,1.84,45.01,0.72,-17.92,17.66,33.28,8.98,1.75,1.38,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CVC,-15.420655168066526,-13.11275881613511
COG,Cabot Oil & Gas,Energy,19.41,0.37,,-0.28,4.86,14.88,35.64,8.03,0.63644,6.27,4.06,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COG,0.24249365154839506,-30.1106519983524
CAM,Cameron International Corp.,Energy,65.91,,25.42,2.59,23.82,40.5,71.22,12.63,1.57,1.43,2.76,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CAM,16.870000138727324,-20.59134814609892
CPB,Campbell Soup,Consumer Staples,62.62,2.05,30.59,2.05,4.56,44.45,62.64,19.41,1.48,2.34,13.27,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CPB,-26.017235423046337,-4.793614142227251
COF,Capital One Financial,Financials,66.42,2.36,9.4,7.07,89.08,58.49,92.1,35.26,0.0,1.84,0.73,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COF,30.48099015681732,13.793678756964393
CAH,Cardinal Health Inc.,Health Care,82.67,1.9,20.11,4.11,20.34,74.73,91.91,27.23,2.89,0.24,4.04,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CAH,-2.7000051508856613,16.658354751970013
KMX,Carmax Inc,Consumer Discretionary,46.26,,15.48,2.99,14.74,41.25,75.4,9.05,1.18,0.59,3.07,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KMX,4.455660397906953,-11.635077494247522
CCL,Carnival Corp.,Consumer Discretionary,48.51,2.51,21.46,2.26,30.79,40.52,55.77,37.45,3.62,2.36,1.56,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CCL,-4.548290211549629,7.153296058632408
CAT,Caterpillar Inc.,Industrials,66.47,4.58,18.99,3.5,25.43,56.36,89.62,38.71,7.26,0.82,2.59,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CAT,19.94865838525948,-14.114313788756355
CBG,CBRE Group,Financials,25.71,,15.77,1.63,8.13,22.74,39.77,8.58,1.11,0.78,3.11,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CBG,19.697561987180933,15.293066008484681
CBS,CBS Corp.,Consumer Discretionary,47.64,1.28,16.48,2.89,12.02,38.51,63.95,21.89,3.11,1.57,3.95,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CBS,20.652731433808306,2.7121388386765504
CELG,Celgene Corp.,Health Care,102.35,,52.76,1.94,7.53,92.98,140.72,80.0,3.05,8.62,13.57,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CELG,-4.3421907706713805,13.292034820993777
CNP,CenterPoint Energy,Utilities,19.14,5.53,,-0.02,9.43,16.05,21.48,8.24,1.88,1.02,2.0,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CNP,-36.550479513395416,-7.6065907771346835
CTL,CenturyLink Inc,Telecommunications Services,30.41,7.2,19.25,1.58,25.96,21.94,38.33,16.47,6.96,0.91,1.16,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTL,-8.416836934855919,-18.242566776572737
CERN,Cerner,Health Care,51.36,,33.35,1.54,11.39,49.89,75.72,17.46,1.21,4.05,4.55,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CERN,-12.36835452787373,3.3252865343458877
CF,CF Industries Holdings Inc,Materials,33.16,3.58,11.2,2.96,17.32,26.1,70.32,7.73,1.76,1.72,1.83,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CF,-0.3257010001710933,-27.14059911775957
SCHW,Charles Schwab Corporation,Financials,24.09,0.98,23.39,1.03,8.92,21.51,35.72,31.72,0.0,4.94,2.66,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SCHW,26.308312250587047,14.788600042577105
CHK,Chesapeake Energy,Energy,2.56,0.0,,-33.88,1.84,1.5,17.3,1.7,3.63,0.13,1.46,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CHK,0.5938045315776028,-27.83207888993882
CVX,Chevron Corp.,Energy,85.3,4.82,34.82,2.45,82.31,69.58,112.2,160.54,17.14,1.31,1.04,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CVX,14.365561856826243,-21.413662287580813
CMG,Chipotle Mexican Grill,Consumer Discretionary,505.33,,33.47,15.1,69.58,399.14,758.61,15.18,0.90715,3.44,7.4,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMG,-25.76364517381682,-22.805136889990138
CB,Chubb Limited,Financials,118.39,0.0,13.73,8.62,89.77,96.0,119.86,38.43,3.74,1.99,1.29,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CB,-10.542276163705617,-5.967549297946903
CHD,Church & Dwight,Consumer Staples,92.21,1.57,30.04,3.07,15.57,76.85,92.4,11.96,0.7841,3.5,5.88,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CHD,-6.907344200409032,-3.400331901840728
CI,CIGNA Corp.,Health Care,140.32,0.03,17.46,8.04,46.91,118.7,170.68,36.0,4.33,0.93,2.93,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CI,-14.906710586588941,2.4832494979015993
XEC,Cimarex Energy,Energy,84.53,0.73,,-25.92,29.5,72.77,132.18,8.02,0.76412,5.54,2.88,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XEC,10.423575979971575,-28.178562194123398
CINF,Cincinnati Financial,Financials,63.75,3.04,16.64,3.83,39.21,49.72,63.86,10.45,0.986,2.01,1.6,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CINF,15.539752248183902,3.4661019019913284
CTAS,Cintas Corporation,Industrials,84.78,1.24,15.09,5.62,17.8,78.0,94.35,9.17,0.8950199999999999,1.95,4.73,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTAS,11.359095720911697,21.53292252324308
CSCO,Cisco Systems,Information Technology,26.6,3.91,13.17,2.02,12.05,22.46,30.31,133.85,14.28,2.67,2.18,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CSCO,6.689518420442663,10.39453778581838
C,Citigroup Inc.,Financials,38.62,0.51,7.15,5.4,69.46,34.52,60.95,114.06,0.0,1.62,0.55,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=C,27.79062875273072,16.898960644264548
CFG,Citizens Financial Group,Financials,19.18,2.02,12.37,1.55,36.76,18.04,28.71,10.12,0.0,2.22,0.52,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CFG,3.9612097608169448,-0.91787040212488
CTXS,Citrix Systems,Information Technology,71.61,,35.98,1.99,12.83,59.0,84.17,11.03,0.8439800000000001,3.27,5.42,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTXS,-4.402497591485272,2.987600576675114
CME,CME Group Inc.,Financials,93.19,2.61,25.25,3.69,61.01,81.87,100.87,31.39,2.22,9.35,1.51,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CME,-29.258786765320945,-5.002365067558913
CMS,CMS Energy,Utilities,40.59,3.13,21.48,1.89,14.21,31.22,40.79,11.25,1.76,1.73,2.83,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMS,-38.04281288411103,-14.786713049368718
COH,Coach Inc.,Consumer Discretionary,38.9,3.73,29.43,1.32,9.24,27.22,43.87,10.8,0.9323,2.48,4.1,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COH,-9.882290763010168,-8.418556710187557
CCE,Coca-Cola Enterprises,Consumer Staples,50.1,2.43,19.72,2.54,4.22,41.03,53.79,11.39,1.2,1.6,11.73,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CCE,-7.5519016923673865,-4.451453228741269
CTSH,Cognizant Technology Solutions,Information Technology,57.24,,21.6,2.65,15.26,51.22,69.8,34.81,2.46,2.75,3.68,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTSH,9.997181515612887,23.56063147300817
CL,Colgate-Palmolive,Consumer Staples,67.42,2.25,44.36,1.52,-0.34,50.84,71.56,60.19,4.39,3.69,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CL,12.817138934139088,4.426557102599532
CPGX,Columbia Pipeline Group Inc,Energy,17.58,2.91,21.73,0.81,10.15,15.39,33.0,7.03,0.5734,5.17,1.7,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CPGX,7.707479447342213,-23.482642789275502
CMCSA,Comcast A Corp,Consumer Discretionary,58.53,1.89,18.06,3.24,21.4,50.0,64.99,142.95,24.88,1.91,2.73,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMCSA,1.4894241009015008,-6.0622487696416165
